family_id,family_class,geometry_kind,target_channel,channel_truth,parent_index,seed,campaign_id,nested_replicates,observed_score,null_median,observed_minus_null,parent_matched_upper_p,parent_channel_detected,representation_status,transformed_score,universal_TLD_call
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,7,337007,independent-8,1,0.2480275307835046,0.09854848667277945,0.14947904411072516,0.09375,False,PASS,0.2480275307835046,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,8,337008,independent-9,1,0.19732054215225273,0.09605317019735411,0.10126737195489861,0.125,False,PASS,0.19732054215225273,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,9,337009,independent-10,1,0.12541686350784476,0.054717083164193964,0.07069978034365079,0.3125,False,PASS,0.12541686350784476,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,10,337010,independent-11,1,0.13267174268567675,0.09125376632226626,0.04141797636341049,0.34375,False,PASS,0.13267174268567675,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,11,337011,independent-12,1,0.01791102703783824,0.06872749247587755,-0.050816465438039304,0.84375,False,PASS,0.01791102703783824,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,12,337012,independent-13,1,0.06255805591268787,0.08580609753838911,-0.023248041625701238,0.65625,False,PASS,0.06255805591268787,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,13,337013,independent-14,1,0.038166286428246175,0.10466632019653081,-0.06650003376828464,0.78125,False,PASS,0.038166286428246175,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,14,337014,independent-15,1,0.18994741735230977,0.1279295680631618,0.06201784928914797,0.3125,False,PASS,0.18994741735230977,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,15,337015,independent-16,1,0.2191669253061399,0.07746495352973432,0.1417019717764056,0.15625,False,PASS,0.2191669253061399,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,16,337016,independent-17,1,0.07726663441030837,0.06149947355441556,0.01576716085589281,0.40625,False,PASS,0.07726663441030837,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,17,337017,independent-18,1,0.1836531182966191,0.09107708616826701,0.09257603212835208,0.1875,False,PASS,0.1836531182966191,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,18,337018,independent-19,1,0.1738812811299027,0.10964668938193574,0.06423459174796696,0.34375,False,PASS,0.1738812811299027,NOT_APPLICABLE
N07,TRUE_NEGATIVE,IrregularPointField,point_coherence,ABSENT,19,337019,independent-20,1,0.2670395945669761,0.0746308896126469,0.1924087049543292,0.03125,True,PASS,0.2670395945669761,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,0,338000,independent-1,1,0.0512145586989127,0.051079580721399634,0.00013497797751306495,0.46875,False,PASS,0.0512145586989127,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,1,338001,independent-2,1,0.052642569711026016,0.05072481570441677,0.0019177540066092486,0.25,False,PASS,0.052642569711026016,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,2,338002,independent-3,1,0.04774900839809346,0.047633117172234195,0.00011589122585926176,0.46875,False,PASS,0.04774900839809345,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,3,338003,independent-4,1,2.8652045747365974e-17,0.049830634065272314,-0.049830634065272286,0.90625,False,PASS,0.0,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,4,338004,independent-5,1,0.055096839814558124,0.05090804185378689,0.0041887979607712345,0.1875,False,PASS,0.055096839814558124,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,5,338005,independent-6,1,1.5944229810097273e-17,0.051882163807442046,-0.05188216380744203,0.96875,False,PASS,2.391634471514591e-17,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,6,338006,independent-7,1,0.050895229422114,0.048956869876812026,0.0019383595453019709,0.34375,False,PASS,0.050895229422114,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,7,338007,independent-8,1,0.054879672625230275,0.05147654994089833,0.0034031226843319468,0.125,False,PASS,0.05487967262523032,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,8,338008,independent-9,1,0.05638174416851818,0.05161342400169453,0.004768320166823652,0.03125,True,PASS,0.05638174416851818,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,9,338009,independent-10,1,0.04797464775605138,0.050426340680903785,-0.0024516929248524014,0.8125,False,PASS,0.04797464775605138,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,10,338010,independent-11,1,0.0522398136046145,0.0514717854099323,0.0007680281946821979,0.46875,False,PASS,0.05223981360461448,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,11,338011,independent-12,1,0.05032488782339092,0.04975333943664129,0.0005715483867496235,0.46875,False,PASS,0.05032488782339092,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,12,338012,independent-13,1,0.048079370040133254,0.04865684236853761,-0.0005774723284043548,0.78125,False,PASS,0.048079370040133254,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,13,338013,independent-14,1,2.9383527919960933e-17,0.0513176286737315,-0.05131762867373147,0.96875,False,PASS,0.0,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,14,338014,independent-15,1,0.051051525376681846,0.05068663520666775,0.00036489017001409274,0.46875,False,PASS,0.051051525376681846,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,15,338015,independent-16,1,0.0483913212661781,0.048129960830715204,0.00026136043546289706,0.46875,False,PASS,0.048391321266178136,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,16,338016,independent-17,1,0.04959042169015105,0.04788689871110507,0.0017035229790459822,0.34375,False,PASS,0.04959042169015105,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,17,338017,independent-18,1,0.05035097202968177,0.05119104719950629,-0.0008400751698245182,0.8125,False,PASS,0.05035097202968177,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,18,338018,independent-19,1,0.056246135513933204,0.05218218538209501,0.004063950131838197,0.0625,False,PASS,0.056246135513933204,NOT_APPLICABLE
N08,TRUE_NEGATIVE,ManifoldPointCloud,winding_number,ABSENT,19,338019,independent-20,1,0.05229249033331235,0.05125632752185399,0.001036162811458359,0.3125,False,PASS,0.05229249033331235,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,0,339000,independent-1,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,1,339001,independent-2,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,2,339002,independent-3,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,3,339003,independent-4,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,4,339004,independent-5,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,5,339005,independent-6,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,6,339006,independent-7,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,7,339007,independent-8,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,8,339008,independent-9,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,9,339009,independent-10,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,10,339010,independent-11,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,11,339011,independent-12,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,12,339012,independent-13,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,13,339013,independent-14,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,14,339014,independent-15,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,15,339015,independent-16,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,16,339016,independent-17,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,17,339017,independent-18,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,18,339018,independent-19,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N09,TRUE_NEGATIVE,CorrelationGeometry,low_rank_concentration,ABSENT,19,339019,independent-20,1,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0,False,PASS,1.7763568394002505e-15,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,0,340000,independent-1,1,0.018734245622605863,0.029848934184786968,-0.011114688562181105,0.75,False,PASS,0.01873424562260588,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,1,340001,independent-2,1,0.029026576925244994,0.03291262651202831,-0.0038860495867833154,0.53125,False,PASS,0.029026576925244952,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,2,340002,independent-3,1,0.0529724776721728,0.03653286618033855,0.016439611491834254,0.1875,False,PASS,0.05297247767217282,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,3,340003,independent-4,1,0.058627584182444195,0.02596913305435709,0.0326584511280871,0.125,False,PASS,0.05862758418244422,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,4,340004,independent-5,1,0.017061287033896592,0.025424102397804443,-0.008362815363907851,0.75,False,PASS,0.017061287033896623,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,5,340005,independent-6,1,0.05419823879961609,0.030613763399883604,0.023584475399732487,0.34375,False,PASS,0.05419823879961608,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,6,340006,independent-7,1,0.0371079463645762,0.028157897209982158,0.00895004915459404,0.3125,False,PASS,0.0371079463645762,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,7,340007,independent-8,1,0.026051847353956166,0.02904695084018688,-0.0029951034862307144,0.59375,False,PASS,0.026051847353956176,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,8,340008,independent-9,1,0.01168821801334913,0.03184184734403494,-0.02015362933068581,0.75,False,PASS,0.01168821801334913,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,9,340009,independent-10,1,0.039881537573789025,0.03550253957188465,0.0043789980019043745,0.40625,False,PASS,0.039881537573789025,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,10,340010,independent-11,1,0.0025230854014597357,0.031062943855266822,-0.028539858453807087,0.9375,False,PASS,0.002523085401459737,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,11,340011,independent-12,1,0.020652871096702892,0.041885191196088314,-0.021232320099385422,0.75,False,PASS,0.020652871096702902,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,12,340012,independent-13,1,0.015483127041198875,0.03711803343656737,-0.02163490639536849,0.71875,False,PASS,0.015483127041198896,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,13,340013,independent-14,1,0.03325827217913115,0.02079213608432534,0.012466136094805812,0.4375,False,PASS,0.03325827217913117,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,14,340014,independent-15,1,0.006403643169811237,0.02330665166926667,-0.016903008499455432,0.875,False,PASS,0.0064036431698112194,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,15,340015,independent-16,1,0.007189205279075454,0.032344908646519115,-0.02515570336744366,0.96875,False,PASS,0.007189205279075455,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,16,340016,independent-17,1,0.03532806094004242,0.03140406714723792,0.003923993792804503,0.40625,False,PASS,0.03532806094004251,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,17,340017,independent-18,1,0.020622305126003982,0.0390005019651087,-0.01837819683910472,0.75,False,PASS,0.020622305126003986,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,18,340018,independent-19,1,0.030227019134619528,0.022425938736478367,0.007801080398141161,0.4375,False,PASS,0.030227019134619535,NOT_APPLICABLE
N10,TRUE_NEGATIVE,MultiComponentSingleSystemField,cross_component_correlation,ABSENT,19,340019,independent-20,1,0.012535289470361071,0.027148642076211225,-0.014613352605850154,0.71875,False,PASS,0.01253528947036105,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,0,341000,independent-1,1,0.04389693756313149,0.031132683248803427,0.012764254314328063,0.1875,False,PASS,0.0438969375631315,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,1,341001,independent-2,1,0.06030558840650953,0.022383835564535277,0.03792175284197425,0.0625,False,PASS,0.06030558840650953,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,2,341002,independent-3,1,0.041682497734367746,0.026890375460429338,0.014792122273938408,0.40625,False,PASS,0.041682497734367746,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,3,341003,independent-4,1,0.019553368285757548,0.028407711861376795,-0.008854343575619247,0.65625,False,PASS,0.019553368285757558,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,4,341004,independent-5,1,0.11151779349488214,0.03247846450111755,0.07903932899376459,0.03125,True,PASS,0.11151779349488214,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,5,341005,independent-6,1,0.0351380964253462,0.029001575672002598,0.006136520753343606,0.375,False,PASS,0.03513809642534619,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,6,341006,independent-7,1,0.017312272681263174,0.028248374656576713,-0.010936101975313538,0.71875,False,PASS,0.017312272681263185,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,7,341007,independent-8,1,0.008239036539812665,0.03125116022691328,-0.023012123687100615,0.8125,False,PASS,0.008239036539812672,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,8,341008,independent-9,1,0.05712532315619181,0.023854685948203593,0.033270637207988216,0.15625,False,PASS,0.05712532315619182,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,9,341009,independent-10,1,0.030027634630558016,0.018742405542190192,0.011285229088367824,0.34375,False,PASS,0.03002763463055803,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,10,341010,independent-11,1,0.033699083235253155,0.023698027279378864,0.010001055955874291,0.375,False,PASS,0.033699083235253155,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,11,341011,independent-12,1,0.022097219727628074,0.027961675221624592,-0.005864455493996518,0.53125,False,PASS,0.022097219727628077,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,12,341012,independent-13,1,0.013450254502429069,0.03602470468382834,-0.02257445018139927,0.8125,False,PASS,0.013450254502429064,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,13,341013,independent-14,1,0.06093428970159269,0.023013324999978088,0.0379209647016146,0.15625,False,PASS,0.06093428970159269,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,14,341014,independent-15,1,0.0400742855397455,0.033995577655053184,0.006078707884692315,0.4375,False,PASS,0.04007428553974549,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,15,341015,independent-16,1,0.021201496969521748,0.03314331703905054,-0.011941820069528791,0.6875,False,PASS,0.02120149696952174,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,16,341016,independent-17,1,0.009789604522850132,0.023285774558080573,-0.013496170035230442,0.78125,False,PASS,0.009789604522850135,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,17,341017,independent-18,1,0.028849107160860893,0.026366961296283343,0.00248214586457755,0.4375,False,PASS,0.028849107160860903,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,18,341018,independent-19,1,0.034335655945554294,0.019994073898345063,0.014341582047209232,0.375,False,PASS,0.03433565594555428,NOT_APPLICABLE
N11,TRUE_NEGATIVE,ScalarField2D,neighbor_coherence,ABSENT,19,341019,independent-20,1,0.03963403889808886,0.02493434227538146,0.014699696622707398,0.3125,False,PASS,0.03963403889808887,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,0,342000,independent-1,1,0.715151113299297,0.01900230096170237,0.6961488123375946,0.03125,True,PASS,0.7151511132992969,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,1,342001,independent-2,1,0.7692258314476671,0.022617931048818075,0.7466079003988491,0.03125,True,PASS,0.7692258314476672,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,2,342002,independent-3,1,0.7358288885617028,0.025467185437566417,0.7103617031241364,0.03125,True,PASS,0.7358288885617027,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,3,342003,independent-4,1,0.7803815804561866,0.023533895051538575,0.756847685404648,0.03125,True,PASS,0.7803815804561866,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,4,342004,independent-5,1,0.716750216557885,0.026300394506684505,0.6904498220512004,0.03125,True,PASS,0.716750216557885,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,5,342005,independent-6,1,0.7736075126165296,0.015844799911034838,0.7577627127054948,0.03125,True,PASS,0.7736075126165297,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,6,342006,independent-7,1,0.766288650594175,0.01488154699676766,0.7514071035974073,0.03125,True,PASS,0.766288650594175,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,7,342007,independent-8,1,0.7779022236261607,0.03084952332956194,0.7470527002965988,0.03125,True,PASS,0.7779022236261607,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,8,342008,independent-9,1,0.738544866842189,0.024850633257447987,0.713694233584741,0.03125,True,PASS,0.7385448668421888,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,9,342009,independent-10,1,0.7205051830364582,0.016313351459979933,0.7041918315764782,0.03125,True,PASS,0.7205051830364584,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,10,342010,independent-11,1,0.718383949562706,0.03646926765644134,0.6819146819062647,0.03125,True,PASS,0.718383949562706,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,11,342011,independent-12,1,0.7669861614170456,0.01658525210133454,0.750400909315711,0.03125,True,PASS,0.7669861614170456,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,12,342012,independent-13,1,0.7304837457931007,0.02398346967300805,0.7065002761200927,0.03125,True,PASS,0.7304837457931006,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,13,342013,independent-14,1,0.7724374890738916,0.012471042512089919,0.7599664465618017,0.03125,True,PASS,0.7724374890738918,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,14,342014,independent-15,1,0.7593966944278859,0.01485872169619675,0.7445379727316892,0.03125,True,PASS,0.7593966944278857,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,15,342015,independent-16,1,0.7782706023082157,0.018790564448327773,0.7594800378598878,0.03125,True,PASS,0.7782706023082157,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,16,342016,independent-17,1,0.7614495469329498,0.013646712761403546,0.7478028341715462,0.03125,True,PASS,0.7614495469329498,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,17,342017,independent-18,1,0.7461529845729071,0.01978073932632761,0.7263722452465795,0.03125,True,PASS,0.7461529845729071,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,18,342018,independent-19,1,0.7591051856178529,0.02323972537789659,0.7358654602399564,0.03125,True,PASS,0.7591051856178529,NOT_APPLICABLE
N12,ADVERSARIAL_NEAR_NULL,ScalarField2D,neighbor_coherence,PRESENT_DECOY_NOT_TLD,19,342019,independent-20,1,0.7529547033716794,0.018678093805584824,0.7342766095660945,0.03125,True,PASS,0.7529547033716794,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,0,343000,independent-1,1,0.0011357542765342591,0.4575953687079979,-0.4564596144314636,1.0,False,PASS,0.0011357542765342591,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,1,343001,independent-2,1,0.0011290528371568171,0.4429155599502026,-0.4417865071130458,1.0,False,PASS,0.0011290528371568171,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,2,343002,independent-3,1,0.0012611839469842778,0.46563489770114624,-0.464373713754162,1.0,False,PASS,0.0012611839469842778,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,3,343003,independent-4,1,0.0011575416320260515,0.4471964954687498,-0.44603895383672376,1.0,False,PASS,0.0011575416320260513,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,4,343004,independent-5,1,0.0010020061037833764,0.45444472536447034,-0.45344271926068697,1.0,False,PASS,0.0010020061037833766,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,5,343005,independent-6,1,0.0011057672928831272,0.4560899970276034,-0.45498422973472025,1.0,False,PASS,0.0011057672928831272,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,6,343006,independent-7,1,0.0012070424188313524,0.4489120801994365,-0.44770503778060516,1.0,False,PASS,0.0012070424188313524,NOT_APPLICABLE
N13,TRUE_NEGATIVE,VectorField2D,curl_energy,ABSENT,7,343007,independent-8,1,0.001083899027471465,0.4561821478328169,-0.45509824880534544,1.0,False,PASS,0.0010838990274714654,NOT_APPLICABLE
